YearStart,YearEnd,LocationAbbr,LocationDesc,Datasource,Class,Topic,Question,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size,Total,Age(years),Education,Sex,Income,Race/Ethnicity,GeoLocation,ClassID,TopicID,QuestionID,DataValueTypeID,LocationID,StratificationCategory1,Stratification1,StratificationCategoryId1,StratificationID1
2023,2020,WA,New York,Health Report,Health Status,Alcohol Use,Percentage affected,%,Crude,87.74,8.78,*,,37.87,84.94,208,8256,18-25,Some College,Female,Low,Black,"(39.6094, -104.0705)",1,5,3,3,116,Sex,Group C,2,2
2011,2017,CA,Texas,Census,Risk Factors,Obesity,Incidence rate,Rate per 100k,Age-adjusted,78.62,14.03,,Suppressed,1.29,95.89,4915,7719,26-35,High School,Male,Low,White,"(26.9575, -110.6734)",2,8,3,6,126,Age,Group B,1,4
2018,2022,WA,Texas,Health Report,Prevention,Diabetes,Incidence rate,%,Age-adjusted,71.94,69.08,†,,39.8,77.46,1937,8121,36-50,Some College,Female,Medium,Other,"(30.1950, -82.5273)",7,7,8,2,188,Income,Group C,2,2
2012,2012,NC,Illinois,Census,Risk Factors,Alcohol Use,Awareness level,%,Age-adjusted,35.36,87.63,,Suppressed,19.12,89.33,478,8351,36-50,Graduate,Male,Medium,Other,"(47.3841, -73.5271)",2,5,8,6,94,Race,Group B,2,3
2015,2020,NC,North Carolina,Health Report,Risk Factors,Obesity,Percentage affected,%,Crude,74,64.8,†,Estimate,40.17,82.41,1116,5547,50+,Some College,Female,High,Black,"(33.6718, -116.5287)",6,4,6,9,87,Sex,Group C,2,3
2017,2014,IL,North Carolina,Health Report,Prevention,Alcohol Use,Percentage affected,%,Crude,76.35,34.8,†,Estimate,46.81,94.78,348,2439,36-50,Some College,Female,High,White,"(26.1929, -69.8496)",8,7,7,5,154,Income,Group B,3,4
2012,2018,WA,Illinois,Health Report,Risk Factors,Smoking,Percentage affected,Rate per 100k,Age-adjusted,73.61,37.86,†,Estimate,2.58,57.89,1007,4492,18-25,Some College,Male,Medium,Other,"(28.8872, -77.0791)",9,6,4,6,101,Race,Group A,1,3
2011,2012,CA,Georgia,Census,Health Status,Diabetes,Incidence rate,%,Age-adjusted,25.11,34.48,*,Estimate,5.02,94.12,718,1541,18-25,High School,Male,Low,Asian,"(29.7519, -91.8686)",8,2,9,2,44,Age,Group B,3,3
2023,2023,WA,Illinois,Census,Prevention,Diabetes,Awareness level,Rate per 100k,Age-adjusted,93.56,82.4,†,Suppressed,7.54,58.27,4899,5065,36-50,High School,Female,Medium,Other,"(31.8190, -67.5501)",6,9,9,8,73,Race,Group C,4,2
2023,2018,TX,Illinois,Survey,Prevention,Smoking,Incidence rate,%,Crude,25.02,15.85,†,Estimate,17.15,60.47,58,4906,26-35,High School,Male,High,Black,"(38.6622, -114.5452)",7,5,8,5,15,Sex,Group A,2,2
2017,2021,WA,Illinois,Census,Risk Factors,Alcohol Use,Incidence rate,%,Age-adjusted,81,66.19,†,,14.41,89.77,2014,4505,50+,Graduate,Male,Low,White,"(29.8768, -121.7259)",2,9,2,1,33,Age,Group C,4,3
2024,2021,TX,Washington,Census,Prevention,Smoking,Awareness level,Rate per 100k,Crude,10.06,39.01,†,Estimate,17.98,59.38,1095,2492,36-50,Graduate,Female,Low,White,"(39.2513, -85.9120)",8,6,3,7,156,Income,Group A,4,1
2014,2013,GA,California,Survey,Health Status,Alcohol Use,Incidence rate,Rate per 100k,Crude,28.32,46.91,,,32.96,99.59,4777,985,50+,Some College,Female,Medium,Asian,"(34.5225, -98.6716)",2,2,7,4,58,Age,Group A,4,1
2013,2021,TX,Georgia,Health Report,Prevention,Diabetes,Percentage affected,%,Crude,75.51,98.19,*,Estimate,43.5,89.81,3626,9439,36-50,Some College,Female,Medium,Other,"(39.6766, -111.1835)",8,2,8,7,187,Sex,Group C,3,3
2019,2010,NY,Georgia,Census,Health Status,Alcohol Use,Percentage affected,Rate per 100k,Age-adjusted,5.43,77.77,*,Estimate,46.49,65.99,867,6327,50+,Graduate,Male,Medium,Black,"(25.9088, -75.8152)",5,2,3,4,94,Income,Group A,4,3
2011,2012,GA,California,Survey,Prevention,Diabetes,Awareness level,Rate per 100k,Crude,40.53,75.8,†,Estimate,49.99,59.32,3075,326,18-25,High School,Male,Low,Black,"(36.3358, -88.5426)",9,9,5,5,42,Race,Group A,1,2
2024,2013,GA,Florida,Survey,Risk Factors,Obesity,Percentage affected,%,Crude,14.58,5.49,†,Estimate,8.48,78.89,3940,3306,50+,Some College,Male,High,Other,"(28.7838, -77.6367)",3,3,4,4,178,Age,Group C,2,4
2016,2015,GA,New York,Survey,Prevention,Obesity,Percentage affected,%,Crude,65.01,9.44,*,,13.5,76.07,4008,2417,36-50,Some College,Female,High,White,"(41.3710, -117.4815)",9,2,4,2,103,Income,Group A,2,3
2024,2016,GA,Georgia,Census,Risk Factors,Alcohol Use,Percentage affected,%,Age-adjusted,42.47,29.04,,Suppressed,29.03,83.61,938,567,50+,High School,Male,Low,Other,"(38.0479, -107.3971)",9,3,8,2,60,Income,Group A,1,2
2014,2013,NC,North Carolina,Survey,Prevention,Alcohol Use,Incidence rate,%,Age-adjusted,33.77,60.08,*,Suppressed,48.94,88.72,380,5583,36-50,Some College,Male,Low,White,"(34.6203, -119.0138)",7,7,9,5,16,Race,Group B,4,3
2023,2011,WA,Georgia,Health Report,Prevention,Smoking,Percentage affected,%,Age-adjusted,88.64,24.41,*,Suppressed,24.12,98.89,1471,1154,36-50,Some College,Male,Low,Black,"(41.9779, -99.4018)",8,9,8,1,139,Income,Group B,3,4
2011,2014,IL,North Carolina,Survey,Risk Factors,Alcohol Use,Percentage affected,Rate per 100k,Age-adjusted,27.91,48.93,,Estimate,32.14,60.35,2209,717,50+,Some College,Male,Medium,Other,"(47.3886, -114.0835)",6,3,3,6,103,Sex,Group A,3,3
2010,2017,TX,New York,Census,Prevention,Obesity,Incidence rate,%,Crude,41.11,42.13,*,,45.88,90.95,2093,1948,50+,Some College,Male,Medium,White,"(47.9669, -105.0241)",7,6,3,5,12,Age,Group B,2,4
2024,2023,WA,Washington,Census,Risk Factors,Alcohol Use,Percentage affected,%,Crude,58.63,9.57,†,Estimate,5.77,98.84,2016,8966,18-25,Graduate,Male,Low,Other,"(46.9873, -114.6549)",7,3,9,1,142,Income,Group B,2,1
2019,2010,FL,Illinois,Survey,Prevention,Diabetes,Incidence rate,%,Age-adjusted,23.95,24.36,†,Suppressed,19.15,60.47,3078,3093,36-50,Some College,Female,Medium,Other,"(32.1658, -95.1644)",1,3,6,3,183,Race,Group C,4,3
2024,2021,FL,Illinois,Health Report,Prevention,Alcohol Use,Awareness level,Rate per 100k,Age-adjusted,62.2,24.36,*,Estimate,42.27,79.7,2593,9410,36-50,High School,Male,Low,White,"(31.9848, -95.5653)",1,1,1,8,15,Age,Group C,1,1
2012,2013,NC,California,Census,Risk Factors,Smoking,Awareness level,%,Age-adjusted,93.51,17.95,*,,29.4,57.55,3421,2645,18-25,Graduate,Male,Low,Other,"(39.2287, -92.9871)",6,9,1,9,166,Sex,Group A,1,2
2022,2013,CA,Washington,Census,Prevention,Diabetes,Awareness level,Rate per 100k,Age-adjusted,52.51,16.26,,Estimate,8.84,82.81,3099,1730,36-50,Graduate,Male,Low,White,"(31.3059, -114.3216)",3,3,9,5,144,Age,Group A,1,4
2010,2018,IL,Illinois,Health Report,Health Status,Obesity,Awareness level,Rate per 100k,Crude,30.56,72.58,,Estimate,28.15,62.08,2392,4608,50+,Some College,Male,Low,Other,"(25.9838, -111.9261)",8,2,8,9,132,Race,Group C,3,4
2024,2015,NC,Georgia,Health Report,Risk Factors,Alcohol Use,Percentage affected,Rate per 100k,Crude,57.33,89.32,†,Suppressed,28.35,85.23,1827,8921,26-35,Graduate,Female,Medium,Black,"(36.1298, -107.6194)",8,6,7,5,92,Age,Group C,2,3
2016,2018,NC,Texas,Survey,Health Status,Obesity,Incidence rate,%,Crude,7.92,44.23,†,Estimate,24.4,92.2,612,2779,50+,High School,Female,Low,White,"(46.2490, -122.2350)",4,9,4,3,16,Race,Group C,2,3
2012,2016,IL,California,Census,Risk Factors,Diabetes,Awareness level,%,Age-adjusted,49.93,32.12,†,Estimate,11.25,55.41,1706,7970,18-25,Some College,Male,Medium,Hispanic,"(35.9485, -74.2783)",2,4,8,2,161,Race,Group A,1,1
2010,2014,IL,North Carolina,Survey,Health Status,Diabetes,Awareness level,%,Age-adjusted,16.78,14.82,†,,34.32,61.45,187,5988,36-50,Graduate,Male,High,Asian,"(46.1388, -116.2712)",2,1,2,9,26,Race,Group B,2,2
2014,2022,FL,Florida,Census,Risk Factors,Smoking,Awareness level,Rate per 100k,Crude,38.58,41.35,*,,35.7,91.97,1907,1361,18-25,High School,Male,Low,Other,"(40.1839, -80.9281)",6,4,1,3,49,Race,Group B,4,2
2011,2018,GA,Florida,Survey,Health Status,Alcohol Use,Awareness level,Rate per 100k,Age-adjusted,32.15,18.02,†,Suppressed,26.45,77.58,4570,8045,26-35,Graduate,Female,Low,Black,"(46.0298, -87.9015)",2,9,4,5,12,Sex,Group A,1,3
2014,2012,FL,Florida,Survey,Health Status,Smoking,Awareness level,%,Age-adjusted,14.76,20.93,,Suppressed,22.09,86.43,2644,6427,26-35,Graduate,Male,Low,White,"(34.9679, -120.6899)",1,6,3,5,45,Age,Group C,2,3
2022,2024,IL,North Carolina,Census,Health Status,Obesity,Awareness level,%,Age-adjusted,65.56,49.59,,,10.78,92.87,2411,3716,50+,Graduate,Female,High,White,"(46.5064, -103.7512)",2,6,5,8,136,Income,Group C,4,3
2011,2011,CA,Texas,Census,Health Status,Obesity,Incidence rate,%,Crude,20.47,63.91,†,Estimate,48.87,78.21,2070,2935,50+,High School,Female,High,Black,"(30.8686, -98.6028)",6,3,3,2,124,Sex,Group B,1,1
2019,2013,IL,North Carolina,Health Report,Health Status,Alcohol Use,Percentage affected,%,Age-adjusted,2.07,7.22,†,,1.87,83.89,2473,2101,18-25,Some College,Female,High,Hispanic,"(40.2946, -123.9212)",3,9,6,2,66,Age,Group B,1,1
2012,2020,GA,Washington,Health Report,Health Status,Alcohol Use,Incidence rate,%,Age-adjusted,25.6,27.39,,Estimate,28.41,88.68,4732,6924,50+,High School,Male,Low,White,"(28.6497, -69.5849)",3,6,9,7,177,Race,Group B,4,1
2015,2018,TX,North Carolina,Health Report,Prevention,Obesity,Percentage affected,%,Age-adjusted,83.87,27.91,,Estimate,7.05,98.6,4633,8016,26-35,Some College,Female,Medium,Black,"(26.0926, -92.9704)",4,4,8,3,119,Sex,Group C,3,1
2013,2014,NC,Georgia,Survey,Prevention,Diabetes,Incidence rate,Rate per 100k,Crude,9.33,26.89,,,44.36,86.75,4181,5347,50+,Some College,Male,Low,Black,"(30.3948, -78.2622)",4,8,6,7,42,Income,Group C,1,1
2019,2015,FL,Illinois,Survey,Health Status,Alcohol Use,Percentage affected,%,Crude,32.38,74.75,*,Suppressed,40.14,98.9,3024,3030,36-50,Graduate,Female,Low,Asian,"(41.6635, -73.4587)",6,4,8,8,127,Sex,Group C,1,1
2013,2019,CA,Georgia,Health Report,Prevention,Alcohol Use,Percentage affected,%,Age-adjusted,35.72,88.35,†,Suppressed,27.23,53.42,1203,5888,26-35,Some College,Male,Low,Hispanic,"(37.2344, -105.5194)",1,1,2,4,20,Income,Group B,3,3
2014,2015,GA,Florida,Survey,Risk Factors,Diabetes,Awareness level,%,Age-adjusted,8.65,12.24,*,,5.67,97.7,675,681,50+,Some College,Male,Low,White,"(28.7171, -90.5174)",2,9,2,4,195,Age,Group C,2,2
2023,2017,TX,Illinois,Survey,Prevention,Obesity,Incidence rate,%,Crude,16.82,56.95,†,Estimate,30.54,98.86,4720,2995,50+,Graduate,Female,Low,Black,"(40.8714, -108.6198)",3,9,7,8,158,Sex,Group C,4,4
2013,2012,IL,California,Survey,Health Status,Diabetes,Incidence rate,%,Age-adjusted,66.4,18.01,†,,27.43,89.7,154,6707,26-35,Some College,Male,High,White,"(33.2015, -89.6879)",5,8,2,6,172,Income,Group A,2,4
2012,2014,NY,Georgia,Health Report,Prevention,Alcohol Use,Awareness level,Rate per 100k,Crude,89.06,56.83,*,Suppressed,46.26,77.08,1643,7212,36-50,Some College,Female,Low,Black,"(45.5330, -93.7116)",5,3,1,9,140,Age,Group C,4,3
2014,2023,IL,Texas,Census,Risk Factors,Diabetes,Awareness level,%,Age-adjusted,33.84,66.91,,Estimate,5.42,88.82,536,1766,26-35,High School,Female,Low,White,"(43.4846, -76.0401)",9,9,4,7,163,Age,Group C,2,1
2024,2010,GA,Florida,Census,Prevention,Diabetes,Incidence rate,%,Crude,45,5.06,,Suppressed,31.84,60.05,4577,6127,26-35,High School,Female,High,Black,"(44.9101, -106.0492)",1,7,1,1,70,Age,Group B,3,1
2013,2020,TX,New York,Survey,Risk Factors,Obesity,Percentage affected,%,Crude,42.73,53.88,,Estimate,16.72,77.06,1471,5337,36-50,Some College,Female,Medium,Black,"(46.5306, -75.6158)",2,3,6,5,185,Sex,Group A,2,3
2010,2012,NC,Florida,Health Report,Health Status,Alcohol Use,Incidence rate,%,Crude,6.57,55.65,,,39.41,91.26,2415,5361,26-35,High School,Female,Low,Hispanic,"(35.8472, -67.0489)",8,8,2,7,169,Age,Group A,1,2
2024,2014,WA,New York,Survey,Risk Factors,Smoking,Incidence rate,Rate per 100k,Age-adjusted,59.35,60.64,†,Suppressed,41.4,72.38,1055,6670,50+,Some College,Male,Low,Other,"(47.3083, -101.7982)",3,9,8,8,80,Age,Group C,1,2
2022,2012,GA,North Carolina,Census,Health Status,Smoking,Percentage affected,%,Crude,60.34,87.96,†,,8.41,91.15,3657,7934,18-25,Some College,Female,High,Hispanic,"(33.6778, -121.2891)",7,6,6,9,20,Age,Group C,3,4
2023,2018,WA,New York,Survey,Risk Factors,Diabetes,Incidence rate,Rate per 100k,Crude,72.9,82.83,†,Suppressed,11.51,57.05,3311,7822,36-50,High School,Male,Low,White,"(40.5054, -76.0509)",2,6,4,8,184,Income,Group A,4,4
2019,2010,WA,Georgia,Survey,Prevention,Smoking,Incidence rate,%,Age-adjusted,48.26,85.88,†,Suppressed,45.91,55.08,4045,9821,36-50,Graduate,Male,Medium,Hispanic,"(41.7403, -113.7914)",4,5,7,4,177,Income,Group B,4,4
2016,2015,CA,Florida,Survey,Health Status,Obesity,Percentage affected,Rate per 100k,Age-adjusted,96.4,61.83,,Estimate,25.05,95.81,3868,147,26-35,High School,Female,Medium,Black,"(36.3950, -80.6929)",3,4,5,4,126,Race,Group B,2,3
2019,2019,NY,Illinois,Survey,Prevention,Smoking,Incidence rate,Rate per 100k,Crude,15.38,41.46,†,,33.96,86.86,1330,1687,36-50,High School,Male,High,Black,"(35.6042, -90.6556)",1,3,4,3,64,Income,Group A,1,1
2013,2011,TX,California,Census,Health Status,Smoking,Awareness level,%,Crude,94.95,11.17,†,Suppressed,11.17,80.29,429,1317,26-35,Some College,Male,High,Asian,"(26.8387, -68.3663)",4,5,5,5,136,Age,Group C,3,2
2017,2014,NY,Illinois,Survey,Prevention,Alcohol Use,Percentage affected,%,Age-adjusted,46.04,25.82,*,Suppressed,25.67,91.54,2341,7682,50+,High School,Female,Low,Other,"(31.9418, -123.1314)",3,4,1,7,54,Sex,Group B,3,4
2024,2015,IL,New York,Health Report,Risk Factors,Obesity,Incidence rate,Rate per 100k,Crude,15.35,23.47,*,,29.86,85.08,4667,7038,50+,Some College,Female,Low,Other,"(39.1184, -78.3276)",1,5,1,7,73,Age,Group B,4,3
2024,2022,GA,New York,Census,Risk Factors,Smoking,Incidence rate,Rate per 100k,Crude,90.62,77.15,†,Estimate,28.56,98.99,3707,1592,50+,Graduate,Male,Low,Asian,"(35.7769, -69.8671)",9,3,1,5,83,Age,Group A,2,1
2017,2022,NC,Washington,Health Report,Risk Factors,Obesity,Awareness level,Rate per 100k,Age-adjusted,83.56,15.93,*,Suppressed,4.69,67.33,1222,2910,26-35,High School,Female,Low,Black,"(39.2605, -70.4571)",4,5,6,8,48,Income,Group B,3,4
2020,2011,TX,Texas,Census,Health Status,Diabetes,Awareness level,Rate per 100k,Age-adjusted,59.21,90.13,†,Estimate,37.53,81.64,3914,5156,18-25,Some College,Male,High,White,"(48.4910, -119.7849)",8,8,6,5,117,Race,Group B,4,1
2018,2021,WA,Georgia,Health Report,Risk Factors,Diabetes,Incidence rate,%,Age-adjusted,46.42,45.2,†,,37.62,73.13,1268,5792,18-25,Some College,Male,Medium,Black,"(29.7284, -120.0568)",2,4,9,5,170,Race,Group C,3,4
2021,2023,CA,Florida,Census,Risk Factors,Diabetes,Incidence rate,%,Age-adjusted,32.57,47.65,*,,40.87,84.88,4644,4214,18-25,Graduate,Female,Low,Hispanic,"(33.7292, -121.2070)",5,7,9,4,139,Income,Group A,2,3
2018,2010,CA,North Carolina,Survey,Prevention,Diabetes,Awareness level,%,Age-adjusted,28.35,24.64,*,,14.25,55.19,965,5314,18-25,Some College,Female,Low,Asian,"(46.4580, -113.7303)",1,9,6,8,172,Race,Group C,4,3
2017,2019,NC,Florida,Survey,Health Status,Diabetes,Awareness level,%,Crude,99.24,6.09,†,,26.99,51.87,1525,6586,50+,Graduate,Male,Medium,White,"(48.9534, -109.8076)",1,4,5,6,114,Sex,Group C,2,1
2010,2024,IL,Georgia,Census,Prevention,Obesity,Incidence rate,Rate per 100k,Crude,87.62,93.49,†,Estimate,46.6,56.85,3609,7228,36-50,Graduate,Male,Low,Black,"(28.8351, -67.3849)",8,2,3,3,77,Age,Group B,1,2
2021,2016,WA,New York,Health Report,Health Status,Obesity,Awareness level,Rate per 100k,Age-adjusted,68.52,75,†,,41.78,78.46,2562,9378,26-35,High School,Male,Low,Black,"(39.1346, -100.9145)",7,5,5,2,44,Sex,Group C,1,2
2021,2017,WA,North Carolina,Census,Risk Factors,Diabetes,Incidence rate,Rate per 100k,Age-adjusted,37.85,9.41,*,,20.19,77,1142,4235,26-35,High School,Male,Medium,Other,"(35.6857, -89.2714)",4,7,4,9,142,Age,Group A,4,2
2015,2023,NC,Illinois,Census,Prevention,Alcohol Use,Percentage affected,Rate per 100k,Crude,73.21,83.34,*,Estimate,9.95,94.09,2345,6453,36-50,High School,Male,High,White,"(41.2987, -89.3715)",6,2,6,5,122,Race,Group C,3,4
2010,2015,NC,New York,Census,Prevention,Smoking,Percentage affected,%,Age-adjusted,98.97,20.7,†,,3.97,61.54,4966,9178,50+,High School,Male,High,Other,"(38.8337, -78.9842)",4,9,3,2,176,Age,Group C,4,1
2017,2014,WA,Illinois,Survey,Health Status,Alcohol Use,Percentage affected,%,Age-adjusted,15.02,53.67,,Suppressed,12.22,79.75,2576,9433,50+,High School,Male,Low,Asian,"(41.2636, -68.0554)",4,9,7,2,167,Race,Group C,4,3
2018,2024,IL,North Carolina,Census,Prevention,Smoking,Incidence rate,%,Age-adjusted,4.79,34.9,*,Estimate,35.36,78.78,2115,5597,50+,High School,Female,Medium,White,"(33.6777, -73.6785)",1,2,2,1,74,Race,Group C,3,1
2022,2011,WA,Texas,Census,Risk Factors,Alcohol Use,Awareness level,%,Crude,74.14,76.92,,Suppressed,31.82,77.45,4413,2295,18-25,Some College,Female,Medium,Asian,"(41.0635, -96.3645)",7,9,5,5,115,Race,Group C,4,3
2013,2011,WA,New York,Health Report,Health Status,Diabetes,Incidence rate,Rate per 100k,Crude,62.13,93.35,*,Estimate,21.73,77.5,3791,7871,26-35,High School,Male,High,Asian,"(35.5323, -87.0524)",6,9,1,8,70,Age,Group C,3,4
2024,2016,FL,California,Census,Health Status,Smoking,Incidence rate,%,Crude,79.34,37.99,,,4.56,81.52,1181,146,26-35,Graduate,Male,Low,Asian,"(38.6291, -82.5557)",8,6,6,5,184,Age,Group C,4,1
2017,2020,NC,North Carolina,Census,Prevention,Diabetes,Incidence rate,Rate per 100k,Age-adjusted,73.9,28.61,*,Estimate,35.46,74.24,2267,5699,50+,Some College,Male,Low,White,"(29.5751, -70.7996)",1,8,7,4,18,Age,Group A,4,3
2013,2024,FL,Illinois,Census,Risk Factors,Smoking,Awareness level,%,Crude,7.5,9.07,*,Estimate,12.34,95.79,1946,3994,36-50,Some College,Male,Low,Asian,"(40.5040, -100.1336)",6,7,1,4,73,Race,Group B,2,2
2020,2013,TX,North Carolina,Survey,Health Status,Diabetes,Percentage affected,Rate per 100k,Age-adjusted,18.69,92.28,†,Estimate,35.57,74.59,1845,8521,36-50,High School,Male,High,Other,"(28.1274, -117.4608)",4,9,8,8,80,Sex,Group A,3,4
2019,2010,TX,Illinois,Survey,Health Status,Diabetes,Awareness level,%,Crude,97.35,90.43,†,,35.24,82.89,3422,9523,18-25,Some College,Male,Low,Other,"(35.6755, -113.2411)",4,1,2,9,44,Income,Group B,1,2
2023,2014,WA,Washington,Survey,Risk Factors,Diabetes,Percentage affected,Rate per 100k,Crude,97.81,57.39,*,,38.5,55.7,2871,7814,36-50,High School,Male,Low,Asian,"(33.6068, -90.1665)",6,1,8,9,185,Income,Group A,4,1
2015,2012,FL,Georgia,Health Report,Prevention,Alcohol Use,Awareness level,Rate per 100k,Crude,4.55,55.04,*,,43.3,57.58,1904,826,26-35,High School,Female,Medium,White,"(35.1683, -115.1058)",7,7,9,7,21,Race,Group C,1,3
2024,2011,WA,North Carolina,Health Report,Health Status,Smoking,Percentage affected,Rate per 100k,Crude,12.41,40.74,†,Suppressed,27.24,72.33,1871,5340,50+,High School,Female,Medium,Hispanic,"(31.4583, -105.4800)",9,3,5,6,38,Race,Group A,3,4
2013,2011,NY,Illinois,Survey,Risk Factors,Alcohol Use,Awareness level,%,Crude,84.78,64.28,*,Estimate,36.95,61.41,1099,4933,26-35,Some College,Female,Medium,Hispanic,"(46.1869, -105.4635)",4,9,8,3,182,Sex,Group C,2,4
2023,2019,FL,Illinois,Survey,Health Status,Obesity,Percentage affected,%,Crude,65.21,67.38,†,Suppressed,23.17,76.73,3499,7029,26-35,Some College,Male,Low,White,"(31.2918, -86.5437)",4,6,4,8,157,Income,Group B,4,4
2011,2019,FL,Florida,Census,Risk Factors,Alcohol Use,Incidence rate,%,Age-adjusted,52.99,1.02,*,Suppressed,45.45,64.12,2033,1297,50+,Graduate,Male,Low,Asian,"(45.2960, -75.5822)",7,9,2,9,33,Race,Group A,1,1
2019,2016,NY,Illinois,Survey,Health Status,Obesity,Incidence rate,%,Crude,91.28,86.44,*,Estimate,2.27,81.99,4587,6837,18-25,Graduate,Male,Medium,Other,"(37.9317, -122.9560)",2,1,2,4,98,Age,Group B,2,4
2011,2017,GA,Georgia,Health Report,Prevention,Alcohol Use,Incidence rate,Rate per 100k,Age-adjusted,60.27,35.1,,Estimate,45.08,86.29,509,1330,26-35,Graduate,Female,Low,Other,"(33.6175, -109.4064)",7,7,6,9,16,Sex,Group A,4,4
2022,2012,NC,Washington,Census,Risk Factors,Alcohol Use,Awareness level,Rate per 100k,Age-adjusted,71.35,14.05,,Suppressed,5,72.48,4759,6301,26-35,High School,Female,Low,White,"(34.3600, -105.6384)",5,6,4,9,63,Sex,Group C,4,2
2021,2013,FL,New York,Health Report,Risk Factors,Smoking,Incidence rate,%,Age-adjusted,55.5,26.65,,Suppressed,18.39,78.99,949,8854,26-35,High School,Female,Medium,Other,"(32.4993, -72.5593)",4,4,9,5,98,Sex,Group B,4,4
2012,2012,FL,Florida,Survey,Health Status,Obesity,Awareness level,Rate per 100k,Age-adjusted,14.18,60.05,,Suppressed,33.81,58.45,970,4916,26-35,Some College,Female,Medium,Black,"(25.6204, -120.7111)",5,8,5,5,89,Sex,Group C,2,3
2018,2021,CA,New York,Survey,Health Status,Alcohol Use,Incidence rate,%,Age-adjusted,67.82,4.13,,,7.97,94.85,4247,4082,18-25,Graduate,Male,High,Black,"(32.8724, -114.9844)",4,9,6,6,146,Sex,Group A,1,2
2024,2017,NY,Texas,Census,Prevention,Alcohol Use,Percentage affected,%,Crude,77.29,20.09,,Estimate,32.79,90.67,4090,8262,18-25,Graduate,Female,Low,Hispanic,"(30.5467, -81.8153)",5,7,7,6,17,Income,Group A,3,1
2023,2021,GA,New York,Health Report,Health Status,Smoking,Awareness level,%,Age-adjusted,42.59,36.65,*,Estimate,9.19,99.41,2448,6724,50+,Graduate,Male,Low,Asian,"(41.9084, -117.8594)",9,5,5,3,93,Sex,Group C,2,2
2024,2023,GA,Texas,Survey,Prevention,Obesity,Awareness level,%,Age-adjusted,16.95,71.97,†,Estimate,33.2,71.47,262,922,26-35,High School,Male,Low,Black,"(26.6983, -106.5124)",8,5,1,5,55,Age,Group C,1,1
2011,2010,NC,California,Health Report,Health Status,Alcohol Use,Incidence rate,%,Crude,88.53,45.65,,,17.56,85.82,174,3765,50+,Graduate,Male,High,Black,"(43.7028, -85.6809)",4,9,9,6,95,Income,Group B,3,1
2020,2014,FL,New York,Census,Risk Factors,Alcohol Use,Awareness level,%,Crude,33.89,85.93,,Estimate,31.79,61.8,4522,8067,50+,High School,Female,Low,Black,"(32.4934, -119.3183)",5,4,1,3,41,Sex,Group B,3,2
2013,2019,FL,Washington,Survey,Health Status,Alcohol Use,Percentage affected,%,Age-adjusted,38.45,81.79,,Estimate,23.8,73.15,2255,7659,36-50,Some College,Male,High,Hispanic,"(33.9435, -104.9648)",6,3,9,5,1,Income,Group B,1,2
